아파트,동명,법정동,지번,거래금액,전용면적
방배어울림,102,방배동,998,"180,000",122.785
엘에이치서초4단지,,우면동,788,"140,000",84.95
방배블레스밸리,101,방배동,1019-3,"189,500",128.4
해청3차,,양재동,15-12,"85,000",75.46
방배5차상지리츠빌,,방배동,797-22,"197,000",140.64
한신,,잠원동,56-3,"286,000",84.52
강변,,잠원동,53-15,"226,000",66.29
삼광,,반포동,577-47,"80,000",88.08
대림서초리시온,,서초동,1671-5,"65,000",55.32
서초푸르지오써밋,,서초동,1311-10,"325,000",97.7
방배1차현대홈타운,,방배동,1344,"195,800",84.96
코오롱,,우면동,70,"119,500",52.47
반포래미안아이파크,,반포동,1341,"394,000",99.92
래미안서초에스티지,,서초동,1332-13,"284,000",83.6
신반포12,,잠원동,50-5,"263,000",75.79
샹보르,,서초동,1609-1,"197,500",192.57
킴스빌리지,,잠원동,71-12,"81,500",23.7
서초네이처힐3단지,,우면동,717,"151,000",84.61
보미리아파트,,잠원동,32-22,"140,000",84.94
롯데캐슬갤럭시(50-1),,잠원동,50-1,"325,000",132.16
아크로비스타,,서초동,1685-3,"268,000",137.98
반포리체,,반포동,30-26,"305,000",59.993
라인,,반포동,70,"178,000",84.89
래미안신반포팰리스,,잠원동,158,"395,000",104.02
삼호3,12,방배동,757-3,"255,000",129.76
디에이치반포라클라스,,반포동,1343,"370,000",84.9671
서초삼성래미안,,서초동,1641-1,"165,000",121.66
반포써밋,102동,반포동,1342,"418,000",133.0453
아크로리버뷰신반포,,잠원동,159,"448,000",78.5
반포자이,,반포동,20-43,"410,000",84.943
서초네이처힐4단지,,우면동,720,"155,000",84.84
신반포4,,잠원동,70,"408,000",100.11
래미안퍼스티지,,반포동,18-1,"775,000",198.04
신반포7,,잠원동,65-32,"210,500",107.29
서초아트래디앙,,서초동,1582-16,"147,500",56.92
래미안서초에스티지S,,서초동,1754,"260,000",111.01
서초대림빌라트,,서초동,1518-6,"181,000",206.27
월드빌라트(999),,방배동,999,"180,000",261.49
방배래미안타워,,방배동,485-3,"192,700",134.96
반포미도,,반포동,60-4,"250,000",84.96
래미안서초스위트,,서초동,1301-6,"145,000",59.9958
삼호1동~3동,2,방배동,770-1,"128,000",81.39
방배임광3차,,방배동,1010-1,"112,000",65.85
현대성우주상복합아파트,,서초동,1316-15,"185,800",150.95
신반포르엘,,잠원동,165,"360,000",84.92
더-클라스(402-8),,양재동,402-8,"90,000",83.72
방배그랑자이,,방배동,3283,"268,000",74.9939
엘루크방배서리풀,,방배동,3284,"149,900",48.16
삼호한숲,,방배동,1030-1,"120,000",59.98
더샵서초,,서초동,1445-14,"235,000",152.95
서리풀e편한세상,,방배동,906-13,"200,000",59.97
롯데캐슬클래식,,서초동,1312-3,"305,000",120.18
래미안방배아트힐(1008-2),,방배동,1008-2,"260,000",174.5
반포푸르지오,,반포동,10,"263,000",84.82
블루힐하우스,,잠원동,71-1,"219,000",59.85
신반포2,,잠원동,73,"385,000",92.2
진흥아파트,,서초동,1315,"305,000",131.04
쌍용예가클래식,,방배동,776-3,"195,000",89.844
방배대성유니드아파트,,방배동,957-7,"199,000",124.95
서초한빛삼성,102,서초동,1509-1,"176,000",99.09
방배아이파크,,방배동,3277,"190,000",84.32
래미안 리더스원,,서초동,1755,"285,000",59.97
신반포청구,,잠원동,63-2,"280,000",84.86
방배아트자이,,방배동,3278,"210,000",59.9775
서초트라팰리스,,서초동,1344-13,"187,000",95.58
서초동현대리츠빌,101,서초동,1359,"210,000",163.51
반포힐스테이트,,반포동,16-6,"450,000",155.38
서초래미안,,서초동,1682,"248,000",111.32
아크로리버파크,,반포동,2-12,"600,000",112.93
신영체르니,,양재동,90,"52,500",35.91
삼풍아파트,,서초동,1685,"300,000",79.47
신화,,잠원동,54-7,"219,000",84.85
래미안원베일리,,반포동,1,"700,000",84.96
서초힐스,,우면동,773,"154,000",84.95
서초그랑자이,,서초동,1757,"440,000",119.41
아남,,서초동,1641-13,"175,000",84.96
서초포레스타3단지,,신원동,568,"134,600",59.96
서초포레스타5단지,,신원동,579,"184,500",84.51
현대이에스에이아파트,,서초동,1338,"121,000",163.95
롯데캐슬아르떼,,방배동,424-28,"215,000",59.9742
서초교대e편한세상,,서초동,1686-9,"230,000",59.9
청담건영,,청담동,108,"260,000",84.595
삼성풍림2차아파트,,삼성동,104,"165,000",59.94
삼환(101동),101,청담동,10,"170,000",84.88
은탑리더스카운티,,논현동,44-6,"148,000",144.8
현대썬앤빌테헤란,,대치동,894,"49,800",35.51
역삼자이,,역삼동,711-3,"330,000",114.5958
청담현대3차아파트,101,청담동,127-31,"160,000",59.95
래미안강남힐즈,,자곡동,611,"179,000",91.95
도곡우성아파트,,도곡동,934-10,"195,000",84.83
현대인텔렉스,,논현동,261,"170,000",151.92
대치푸르지오써밋,105,대치동,1032,"360,000",84.9365
개나리푸르지오,,역삼동,755-1,"308,000",84.6815
한양1차(영동한양),10,압구정동,490,"416,000",78.05
미성2차,,압구정동,397,"530,000",140.9
개포우성1,,대치동,503,"420,000",127.61
대우디오빌,,도곡동,952,"24,700",25.89
펜트힐캐스케이드,,논현동,106,"92,000",43.04
진흥아마란스,,신사동,626-1,"146,000",97.15
수서,,일원동,711,"130,000",59.96
개포자이르네,개포자이르네,개포동,1283,"134,000",60.7676
삼성청담아파트,102,청담동,42,"260,000",114.83
매봉삼성,101,도곡동,966,"160,000",83.49
개포주공6단지,601,개포동,185,"255,000",60.13
래미안대치팰리스,,대치동,1027,"415,000",94.49
논현동한화꿈에그린,,논현동,205-2,"102,500",67.671
롯데캐슬노블,101,역삼동,835-68,"235,000",176.03
푸른마을아파트101동~111동,,일원동,719,"163,000",59.76
역삼동월드메르디앙,,역삼동,795-41,"147,500",84.53
삼성,,도곡동,161,"164,000",54.81
"현대2차(10,11,20,23,24,25동)",,압구정동,369-1,"710,000",160.28
요진보네르,,논현동,46-3,"130,000",125.07
현대아파트,,청담동,23,"185,000",84.78
개나리SK뷰,,역삼동,716-3,"400,000",127.27
현대2,,개포동,654,"350,000",131.83
LG선릉에클라트(A),A,삼성동,142-7,"35,400",36.16
동민맥스빌A동,,대치동,938-11,"147,000",84.9
현대8차(성수현대:91~95동),,압구정동,481,"430,000",111.5
강남 더샵 포레스트,,수서동,799,"264,000",114.4856
쎄비앙102동,,역삼동,778-5,"118,000",114.29
개포6차우성아파트1동~8동,,개포동,658-1,"220,000",79.97
청담3차이-편한세상(301동),,청담동,44-21,"180,000",84.09
개나리래미안,,역삼동,754,"235,000",59.93
시티프라디움더강남101동,,역삼동,900,"140,000",59.93
삼성청담공원아파트,,청담동,60,"239,000",107.22
개포우성2,,대치동,500,"440,000",127.78
래미안펜타빌,,역삼동,713-7,"340,000",136.28
역삼2차아이파크,,역삼동,765-32,"278,000",84.891
한신오페라하우스2차,,청담동,35-48,"235,000",120.22
개포한신,,일원동,615-1,"196,400",82.3
한보미도맨션2,,대치동,511,"490,000",159.15
빌폴라리스,,청담동,129-7,"530,000",166.01
중명하니빌,,도곡동,965,"24,000",28.58
래미안 개포 루체하임,,일원동,741,"240,000",59.98
샘터마을,,일원동,718,"253,000",101.97
현대까르띠에710,,역삼동,710,"315,000",149.7
타워팰리스2,,도곡동,467-17,"280,000",111.39
우성8,,개포동,179,"230,000",79.61
한보미도맨션1,,대치동,511,"480,000",161.36
한신(개포),,도곡동,464,"255,000",59.48
강남한양수자인(4단지),,자곡동,686,"149,000",59.97
롯데캐슬리베,,대치동,1025,"329,500",121.0894
강남자곡 힐스테이트,,자곡동,619,"99,000",51.99
개포주공5단지,,개포동,187,"282,000",61.19
롯데캐슬프레미어,,삼성동,11,"365,000",121.931
선경1차(1동-7동),,대치동,506,"510,000",163.92
디에이치자이개포,,일원동,743,"279,000",63.76
디에이치아너힐즈,,개포동,1281,"422,000",94.2875
대치삼성,,대치동,1014-3,"230,000",59.88
SK허브프리모,,도곡동,953-1,"102,500",67.57
래미안도곡카운티,,도곡동,538-3,"342,000",93.07
대치아이파크,,대치동,888,"360,000",84.95
은마,,대치동,316,"307,000",76.79
청담동삼성1차(101동),,청담동,33,"193,000",84.57
현대3차(61~64동),,압구정동,443,"470,000",82.5
세곡푸르지오,,세곡동,533,"162,000",84.83
청담2차이-편한세상(205동),,청담동,15-21,"210,000",84.77
서광아파트,,삼성동,2,"174,000",59.67
신동아(22),,논현동,22,"86,500",35.73
한라비발디,,도곡동,972,"220,000",84.8861
테헤란로대우아이빌(891-6),,대치동,891-6,"67,000",65.24
상록수,,일원동,734,"248,000",74.54
풍림(1차),,삼성동,106,"193,000",59.7
대치르엘,,대치동,1030,"319,000",77.9769
개포주공7단지,,개포동,185,"284,500",60.76
까치마을,,수서동,746,"100,000",39.6
경남,,도곡동,967,"169,000",59.76
개포더샵트리에,,개포동,651-1,"272,000",108.2017
신현대12차,,압구정동,434,"780,000",155.52
역삼I'PARK,,역삼동,713-11,"316,000",131.38
삼성래미안,,도곡동,91-5,"229,000",59.96
래미안블레스티지,,개포동,1280,"369,000",99.979
로데오현대,,신사동,658,"121,000",55.08
대치현대,,대치동,974,"189,000",59.82
현대아파트1동~3동,,도곡동,961,"169,500",84.96
래미안대치하이스턴,,대치동,985,"319,000",110.39
목련타운,,일원동,716,"279,000",134.71
도곡렉슬,,도곡동,527,"595,000",176.9924
아크로힐스논현,,논현동,276-1,"292,000",113.231
아셈,,삼성동,108-1,"250,000",109.32
우성사원5,,도곡동,463-1,"220,000",78.99
한티(933-0),,대치동,933,"100,000",106.67
럭키(963),,도곡동,963,"228,000",84.97
우성리빙텔,,도곡동,467-10,"185,000",119.25
역삼푸르지오,,역삼동,754-1,"248,000",59.8848
타워팰리스1,,도곡동,467,"580,000",174.67
그랜빌캐슬,,도곡동,190-3,"200,000",125.83
영무예다음,,삼성동,122-7,"152,000",84.84
삼성동롯데아파트,,삼성동,17,"189,500",59.4
개포래미안포레스트,,개포동,1282,"283,000",74.66
동현아파트1~6,,논현동,105,"285,000",119.67
래미안삼성2차,,삼성동,7-3,"319,000",101.38
강남데시앙포레,,수서동,795,"204,000",101.88
역삼래미안,,역삼동,757,"225,000",59.4
가람,,일원동,735,"278,000",84.95
에비뉴나인티,,청담동,90-13,"112,000",49.7
강남자곡아이파크,,자곡동,602,"159,900",74.97
삼익대청아파트,,개포동,12,"152,000",51.12
테헤란아이파크,,역삼동,709-5,"256,000",70.8333
성원대치2단지아파트,,개포동,12,"131,000",39.53
한양5,,압구정동,513,"420,000",102.35
삼익,,수서동,708,"154,000",49.2
논현아이파크,,논현동,225-6,"150,000",59.75
삼성동힐스테이트 1단지,,삼성동,16-2,"319,000",84.236
래미안그레이튼(진달래2차),,역삼동,762-3,"295,000",84.87
e-편한세상,,역삼동,755-4,"254,000",59.947
코오롱아파트,,방이동,212-8,"139,500",84.95
루컴스힐더테라스,A동,석촌동,173-1,"109,500",49.4599
아시아선수촌아파트,,잠실동,86,"422,500",151.008
동아한가람1,107,풍납동,506,"115,000",84.38
위례중앙푸르지오2단지,,장지동,896,"150,000",84.7809
옥산크리스탈,,방이동,193-37,"85,000",74.53
송파파인타운12단지,,장지동,855,"132,000",84.76
상아2차아파트,6,오금동,165,"88,000",50.72
강남팰리스,강남팰리스,가락동,123-12,"73,500",55.2
장미1,,신천동,7,"257,500",99
현대백조,,오금동,11,"120,000",114.36
송파파인타운11단지,,장지동,854,"125,000",84.94
sk파크타워,,가락동,166-2,"105,000",84.88
송파파인타운8단지,,장지동,842,"124,400",59.97
동부센트레빌,,가락동,95,"160,000",115.93
갤러리아팰리스,,잠실동,40,"282,000",151.189
현대그린빌,상가-아울렛코리아라이프,마천동,181,"58,000",59.67
한신잠실코아,,신천동,11-9,"80,000",31.5
서원파인뷰(102동),,석촌동,224-3,"81,000",84.96
송파파인타운9단지,,장지동,843,"128,000",59.93
송파동부쎈트레빌,,가락동,478,"140,000",84.98
현대,,잠실동,331,"150,000",84.68
트리지움,,잠실동,35,"280,000",84.95
우성아파트,,잠실동,101-1,"216,000",80.39
송파레이크파크호반써밋Ⅰ,,거여동,597,"156,000",108.8119
현대1차,,거여동,362,"95,000",84.91
선경쉐르빌(106-15),,문정동,106-15,"66,500",84.84
2차한양아파트,,송파동,151,"200,000",146.96
테라펠리체송파,,가락동,166-6,"58,000",29.1078
힐스테이트송파위례,,장지동,883,"163,000",101.38
대림,,오금동,2,"150,000",84.91
쌍용,,풍납동,401-1,"109,000",84.85
올림픽선수기자촌3단지,,방이동,89,"340,000",148.77
우방1,101,거여동,356,"77,000",59.91
올림픽선수기자촌1단지,,방이동,89,"290,000",131.76
현대1,,풍납동,413-1,"121,000",83.02
거여5단지,,거여동,294,"75,000",59.74
잠실푸르지오월드마크,101,신천동,11-4,"200,000",108.32
송파더센트레,,장지동,879,"100,000",51.77
한화오벨리스크,,가락동,78-1,"25,000",33.15
극동,,풍납동,391,"105,500",79.945
미성맨션,,송파동,161,"115,000",84.95
올림픽훼밀리타운,216,문정동,150,"197,000",158.705
송파레미니스2단지,,오금동,617,"120,000",84.82
e편한세상송파파크센트럴,212,거여동,696,"164,000",113.63
잠실포스코더샵,,잠실동,336-5,"133,800",84.92
위례신도시송파푸르지오,,장지동,878,"180,000",106.0884
송파시그니처롯데캐슬,,거여동,697,"156,000",84.98
송파레이크파크호반써밋Ⅱ,,거여동,607,"180,000",108.8119
위례2차아이파크,,장지동,884,"163,000",90.8877
가락우성2,,가락동,120-4,"96,200",59.97
가락3차쌍용스윗닷홈(103동),,가락동,54,"120,000",84.94
올림픽선수기자촌2단지,,방이동,89,"288,500",126.18
레이크팰리스,,잠실동,44,"279,000",84.82
송파현대힐스테이트,,풍납동,511,"108,500",84.99
파크인-수,,잠실동,250-5,"170,000",143.7984
한양3,,방이동,225,"190,000",84.92
잠실올림픽공원아이파크,,풍납동,514,"202,500",75.99
거여4단지,,거여동,293,"66,900",39.6
래미안파크팰리스,,가락동,165,"155,000",59.968
송파삼성래미안아파트,,송파동,162,"189,000",148.19
금호어울림,,거여동,593,"107,000",84.98
쌍용스위닷홈(201동),,오금동,30-2,"137,000",143.82
잠실엘스,,잠실동,19,"256,000",59.96
강변현대,,풍납동,299-1,"66,200",83.19
현대리버빌1지구,,풍납동,260,"66,500",43.2
주공아파트 5단지,,잠실동,27,"309,700",76.5
송파호반베르디움더퍼스트,,오금동,619,"141,500",101.4632
씨티극동1,,풍납동,509,"93,700",59.95
송파파인타운10단지,,장지동,856,"123,500",59.96
가락금호아파트,104,가락동,95-1,"144,500",85
파크하비오,,문정동,618,"156,500",84.9725
리센츠,,잠실동,22,"288,000",84.99
송파두산위브,,오금동,135,"94,000",59.9823
한두리,,오금동,114-29,"56,000",83.13
송파파인타운3단지,,장지동,849,"128,000",84.93
인택파크랜드,,방이동,185,"143,000",126.79
송파레미니스,,오금동,616,"139,800",84.82
송파파인타운6단지,,장지동,847,"135,000",84.93
장미2,,신천동,11,"265,000",82.45
거여1단지,,거여동,290,"62,700",39.6
방이금호어울림,,방이동,157,"107,500",84.3
문정래미안,,문정동,1,"169,000",120.97
문정대우푸르지오2차,,문정동,19,"120,000",84.82
현대(2-4차),,오금동,43,"189,000",84.98
가락쌍용(2차),,가락동,21-6,"110,500",59.88
가락(1차)쌍용아파트,,가락동,140,"147,500",84.69
석촌호수효성해링턴타워,,석촌동,24-3,"55,500",33.6891
래미안송파파인탑,,송파동,243,"149,500",53.36
문정시영,,문정동,145,"63,800",39.69
송파위례리슈빌,,거여동,654,"186,000",105.4624
위례24단지(꿈에그린),,장지동,901,"154,000",84.93
우성4차,,잠실동,320,"192,000",95.84
금강KCC,,송파동,164,"122,000",84.33
헬리오시티,,가락동,913,"237,000",84.98
가락삼익맨숀,,송파동,166,"210,000",151.508
파크리오,,신천동,17,"103,000",35.24
강일리버파크2단지,,강일동,668,"92,000",84.83
우암쎈스뷰,,암사동,463-18,"65,000",76.05
하나플러스ll,,성내동,601,"86,000",84.99
현대3,,둔촌동,135-1,"84,750",79.99
라이프101동(544)102동(544-1),,둔촌동,544,"81,800",84.6
우정아파트,,천호동,46-5,"45,000",67.42
세양청마루,,둔촌동,426,"71,000",84.08
